feature_class	module	feature	gene_symbol	ids	n_ids	ko_ids	ec_ids	cazy_ids	camper_ids	confidence	description	reference
Carotenoids	Zeaxanthin myristate palmitate	CES2	CES2	K03927	1	K03927	EC:3.1.1.1,EC:3.1.1.56,EC:3.1.1.84			Low; broad carboxylic ester hydrolysis, not carotenoid-specific	carboxylesterase 2 | Ester hydrolysis / de-esterification	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	Zeaxanthin myristate palmitate	crtX	crtX	K14596	1	K14596	EC:2.4.1.276			High for released zeaxanthin; not for intact ester	zeaxanthin glucosyltransferase | Aglycone glycosylation/modification after hydrolysis	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	Zeaxanthin myristate palmitate	CCD1	CCD1	K00465	1	K00465	EC:1.13.11.-			Broad; not ester-specific	carotenoid 9,10(9',10')-cleavage dioxygenase 1 | Broad carotenoid cleavage after hydrolysis	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	Zeaxanthin myristate palmitate	K11159	K11159	K11159	1	K11159	EC:1.13.11.-			Broad; not ester-specific	carotenoid cleavage oxygenase | Broad carotenoid cleavage after hydrolysis	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	Zeaxanthin palmitate stearate	lip, TGL2	lip, TGL2	K01046	1	K01046	EC:3.1.1.3			Low for carotenoid esters; broad lipid ester hydrolysis, not carotenoid-specific	triacylglycerol lipase | Ester hydrolysis / de-esterification	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	Zeaxanthin palmitate stearate	CES1	CES1	K01044	1	K01044	EC:3.1.1.1			Low; broad carboxylic ester hydrolysis, not carotenoid-specific	carboxylesterase 1 | Ester hydrolysis / de-esterification	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	Zeaxanthin palmitate stearate	CES2	CES2	K03927	1	K03927	EC:3.1.1.1,EC:3.1.1.56,EC:3.1.1.84			Low; broad carboxylic ester hydrolysis, not carotenoid-specific	carboxylesterase 2 | Ester hydrolysis / de-esterification	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	Zeaxanthin palmitate stearate	crtX	crtX	K14596	1	K14596	EC:2.4.1.276			High for released zeaxanthin; not for intact ester	zeaxanthin glucosyltransferase | Aglycone glycosylation/modification after hydrolysis	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	Zeaxanthin palmitate stearate	CCD1	CCD1	K00465	1	K00465	EC:1.13.11.-			Broad; not ester-specific	carotenoid 9,10(9',10')-cleavage dioxygenase 1 | Broad carotenoid cleavage after hydrolysis	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	Zeaxanthin palmitate stearate	K11159	K11159	K11159	1	K11159	EC:1.13.11.-			Broad; not ester-specific	carotenoid cleavage oxygenase | Broad carotenoid cleavage after hydrolysis	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	β-Cryptoxanthin monopalmitate	lip, TGL2	lip, TGL2	K01046	1	K01046	EC:3.1.1.3			Low for carotenoid esters; broad lipid ester hydrolysis, not carotenoid-specific	triacylglycerol lipase | Ester hydrolysis / de-esterification	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	β-Cryptoxanthin monopalmitate	CES1	CES1	K01044	1	K01044	EC:3.1.1.1			Low; broad carboxylic ester hydrolysis, not carotenoid-specific	carboxylesterase 1 | Ester hydrolysis / de-esterification	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	β-Cryptoxanthin monopalmitate	CES2	CES2	K03927	1	K03927	EC:3.1.1.1,EC:3.1.1.56,EC:3.1.1.84			Low; broad carboxylic ester hydrolysis, not carotenoid-specific	carboxylesterase 2 | Ester hydrolysis / de-esterification	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	β-Cryptoxanthin monopalmitate	crtZ	crtZ	K15746	1	K15746	EC:1.14.15.24			High for released β-cryptoxanthin; not for intact ester	beta-carotene 3-hydroxylase | Hydroxylation to zeaxanthin after hydrolysis	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	Antheraxanthin dipalmitate	lip, TGL2	lip, TGL2	K01046	1	K01046	EC:3.1.1.3			Low for carotenoid esters; broad lipid ester hydrolysis, not carotenoid-specific	triacylglycerol lipase | Ester hydrolysis / de-esterification	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	Antheraxanthin dipalmitate	CES1	CES1	K01044	1	K01044	EC:3.1.1.1			Low; broad carboxylic ester hydrolysis, not carotenoid-specific	carboxylesterase 1 | Ester hydrolysis / de-esterification	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	Antheraxanthin dipalmitate	CES2	CES2	K03927	1	K03927	EC:3.1.1.1,EC:3.1.1.56,EC:3.1.1.84			Low; broad carboxylic ester hydrolysis, not carotenoid-specific	carboxylesterase 2 | Ester hydrolysis / de-esterification	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	Antheraxanthin dipalmitate	VDE, NPQ1	VDE, NPQ1	K09839	1	K09839	EC:1.23.5.1			High for released antheraxanthin/violaxanthin context; not for intact ester	violaxanthin de-epoxidase | De-epoxidation/interconversion after hydrolysis	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Kulczynski & Gramza-Michalowska 2016, Polish Journal of Food and Nutrition Sciences, DOI: 10.1515/pjfns-2015-0040
Carotenoids	Zeaxanthin glucomannan	E3.2.1.21	E3.2.1.21	K01188	1	K01188	EC:3.2.1.21			Low-moderate; broad β-glucoside activity, not carotenoid-specific	beta-glucosidase | β-glucoside hydrolysis / deglycosylation	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049
Carotenoids	Zeaxanthin glucomannan	gmuG	gmuG	K01218	1	K01218	EC:3.2.1.78			Low; targets glucomannan linkages, not carotenoid backbone	mannan endo-1,4-beta-mannosidase | Glucomannan backbone hydrolysis	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049
Carotenoids	Zeaxanthin glucomannan	MAN	MAN	K19355	1	K19355	EC:3.2.1.78			Low; targets glucomannan linkages, not carotenoid backbone	mannan endo-1,4-beta-mannosidase | Glucomannan backbone hydrolysis	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049
Carotenoids	Zeaxanthin glucomannan	CCD1	CCD1	K00465	1	K00465	EC:1.13.11.-			Broad; only relevant after aglycone release	carotenoid 9,10(9',10')-cleavage dioxygenase 1 | Broad carotenoid cleavage after deglycosylation	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049
Carotenoids	Zeaxanthin glucomannan	K11159	K11159	K11159	1	K11159	EC:1.13.11.-			Broad; only relevant after aglycone release	carotenoid cleavage oxygenase | Broad carotenoid cleavage after deglycosylation	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049
Carotenoids	10-hydroxy-γ-carotenoid glucomannan	E3.2.1.21	E3.2.1.21	K01188	1	K01188	EC:3.2.1.21			Low-moderate; broad β-glucoside activity, not carotenoid-specific	beta-glucosidase | β-glucoside hydrolysis / deglycosylation	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049
Carotenoids	10-hydroxy-γ-carotenoid glucomannan	gmuG	gmuG	K01218	1	K01218	EC:3.2.1.78			Low; targets glucomannan linkages, not carotenoid backbone	mannan endo-1,4-beta-mannosidase | Glucomannan backbone hydrolysis	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049
Carotenoids	10-hydroxy-γ-carotenoid glucomannan	MAN	MAN	K19355	1	K19355	EC:3.2.1.78			Low; targets glucomannan linkages, not carotenoid backbone	mannan endo-1,4-beta-mannosidase | Glucomannan backbone hydrolysis	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049
Carotenoids	10-hydroxy-γ-carotenoid glucomannan	CCD1	CCD1	K00465	1	K00465	EC:1.13.11.-			Broad; only relevant after aglycone release	carotenoid 9,10(9',10')-cleavage dioxygenase 1 | Broad carotenoid cleavage after deglycosylation	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049
Carotenoids	10-hydroxy-γ-carotenoid glucomannan	K11159	K11159	K11159	1	K11159	EC:1.13.11.-			Broad; only relevant after aglycone release	carotenoid cleavage oxygenase | Broad carotenoid cleavage after deglycosylation	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049
Carotenoids	Zeaxanthin glucomannan	crtX	crtX	K14596	1	K14596	EC:2.4.1.276			High for zeaxanthin glycosylation; not degradation	zeaxanthin glucosyltransferase | Glycosylation to zeaxanthin diglucoside/storage form	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049; Sun et al. 2026, Industrial Crops & Products, DOI: https://doi.org/10.1016/j.indcrop.2026.123495
Carotenoids	10-hydroxy-γ-carotenoid glucomannan	cruO	cruO	K25073	1	K25073				Moderate for γ-carotene-like substrates; compound-specific evidence limited	1'-hydroxy-gamma-carotene C-4' ketolase | Ketolation of hydroxy-gamma-carotene-like backbone	Hu et al. 2022, Foods, DOI: https://doi.org/10.3390/foods11223731; Juan et al. 2022, Journal of Functional Foods, DOI: https://doi.org/10.1016/j.jff.2022.105049
Carotenoids	Retinal / apocarotenoid aldehydes	E1.13.11.82	E1.13.11.82	K21822	1	K21822	EC:1.13.11.82			High for 8'-apo-carotenoids; downstream not parent compound-specific	8'-apo-carotenoid 13,14-cleaving dioxygenase | Additional oxidative cleavage of apo-carotenoids	Downstream target; not directly reported as goji carotenoid
Carotenoids	Retinal / apocarotenoid aldehydes	ADH, adh	ADH, adh	K00001	1	K00001	EC:1.1.1.1			Broad downstream alcohol/aldehyde metabolism; not carotenoid-specific	alcohol dehydrogenase | Alcohol oxidation/reduction	Downstream target; not directly reported as a goji carotenoid
Carotenoids	Retinal / apocarotenoid aldehydes	AKR1A1, adh	AKR1A1, adh	K00002	1	K00002	EC:1.1.1.2			Broad downstream alcohol/aldehyde metabolism; not carotenoid-specific	alcohol dehydrogenase (NADP+) | Alcohol oxidation/reduction	Downstream target; not directly reported as a goji carotenoid
Carotenoids	Retinal / apocarotenoid aldehydes	frmA, ADH5, adhC	frmA, ADH5, adhC	K00121	1	K00121	EC:1.1.1.1,EC:1.1.1.284			Broad downstream alcohol/aldehyde metabolism; not carotenoid-specific	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase | Alcohol oxidation/reduction	Downstream target; not directly reported as a goji carotenoid
Carotenoids	Retinal / apocarotenoid aldehydes	adhE	adhE	K04072	1	K04072	EC:1.1.1.1,EC:1.2.1.10			Broad aldehyde/alcohol metabolism; not carotenoid-specific	acetaldehyde dehydrogenase / alcohol dehydrogenase | Aldehyde reduction / alcohol oxidation	Downstream target; not directly reported as a goji carotenoid
Carotenoids	Retinal / apocarotenoid aldehydes	ADH1	ADH1	K18857	1	K18857	EC:1.1.1.1			Broad downstream alcohol/aldehyde metabolism; not carotenoid-specific	alcohol dehydrogenase class-P | Alcohol oxidation/reduction	Downstream target; not directly reported as a goji carotenoid
Carotenoids	Retinal / apocarotenoid aldehydes	adhP	adhP	K13953	1	K13953	EC:1.1.1.1			Broad alcohol dehydrogenase; not carotenoid-specific	alcohol dehydrogenase, propanol-preferring | Alcohol oxidation/reduction	Downstream target; not directly reported as a goji carotenoid
Carotenoids	Retinal / apocarotenoid aldehydes	yiaY	yiaY	K13954	1	K13954	EC:1.1.1.1			Broad alcohol dehydrogenase; not carotenoid-specific	alcohol dehydrogenase | Alcohol oxidation/reduction	Downstream target; not directly reported as a goji carotenoid
Carotenoids	Retinal / apocarotenoid aldehydes	ALDH	ALDH	K00128	1	K00128	EC:1.2.1.3			Broad aldehyde metabolism; not carotenoid-specific	aldehyde dehydrogenase (NAD+) | Aldehyde oxidation	Downstream target; not directly reported as a goji carotenoid
Carotenoids	Retinal / apocarotenoid aldehydes	ALDH9A1	ALDH9A1	K00149	1	K00149	EC:1.2.1.-			Broad aldehyde metabolism; not carotenoid-specific	aldehyde dehydrogenase family 9 member A1 | Aldehyde oxidation	Downstream target; not directly reported as a goji carotenoid
Carotenoids	Retinal / apocarotenoid aldehydes	ALDH7A1	ALDH7A1	K14085	1	K14085	EC:1.2.1.-			Broad aldehyde metabolism; not carotenoid-specific	aldehyde dehydrogenase family 7 member A1 | Aldehyde oxidation	Downstream target; not directly reported as a goji carotenoid
